Page,District_Name,Issuer,Investment_Amount
460,Colorado 8th,NORTHGLENN COLO WASTEWATER REV,20165000
460,Colorado 8th,DIATC MET DIST COLO,20020000
460,Colorado 8th,THOMPSON CROSSING MET DIST NO 2 COLO,19055000
460,Colorado 8th,WILLOW BEND MET DIST COLO,18586000
460,Colorado 8th,REUNION MET DIST COLO REV,15850000
460,Colorado 8th,BRIGHTON COLO CTFS PARTN,15670000
460,Colorado 8th,ST VRAIN COLO SANTN DIST WASTEWATER REV,15260000
460,Colorado 8th,AMBER CREEK MET DIST COLO,15226000
460,Colorado 8th,LARKRIDGE MET DIST NO 2 COLO,15215000
460,Colorado 8th,BRADBURN MET DIST NO 2 COLO,15104000
460,Colorado 8th,COLORADO HSG & FIN AUTH MULTIFAMILY MTG REV,14495000
460,Colorado 8th,NORTH HOLLY MET DIST COLO,13184000
460,Colorado 8th,LIBERTY RANCH MET DIST COLO,13180000
460,Colorado 8th,RII-DII BUSINESS IMPT DIST COLO,12856214
460,Colorado 8th,VILLAGE AT DRY CREEK MET DIST NO 2 COLO,12479000
460,Colorado 8th,NORTH RANGE MET DIST NO 1 COLO,12180000
460,Colorado 8th,FIRESTONE COLO CTFS PARTN,11845000
460,Colorado 8th,CREEKSIDE VLG MET DIST COLO,11352000
460,Colorado 8th,NORTHRIDGE ESTATES MET DIST NO 3 COLO,10900000
460,Colorado 8th,BNC MET DIST NO 1 COLO,10671000
460,Colorado 8th,WESTMINSTER COLO SPL PURP SALES & USE TAX REV,10595000
460,Colorado 8th,PRAIRIE FARM MET DIST COLO,10455000
460,Colorado 8th,FORT LUPTON COLO,9600000
460,Colorado 8th,CITY CTR WEST COML MET DIST COLO,9072000
460,Colorado 8th,SILVER PEAKS COLO MET DIST NO 2,9020000
460,Colorado 8th,DACONO COLO CTFS PARTN,8960000
460,Colorado 8th,MAYFIELD MET DIST COLO,8314000
460,Colorado 8th,LEWIS POINTE MET DIST COLO,8190000
460,Colorado 8th,PRAIRIESTAR MET DIST NO 2 COLO,7735000
460,Colorado 8th,TIMBERLEAF MET DIST COLO,7697000
460,Colorado 8th,COLORADO WTR RES PWR DEV AUTH CLEAN WTR REV,7580000
460,Colorado 8th,BRADBURN MET DIST NO 3 COLO,7545000
460,Colorado 8th,ADAMS 12 FIVE STAR SCHS COLO CTFS PARTN,6835000
460,Colorado 8th,ABERDEEN MET DIST NO 2 COLO,6055000
460,Colorado 8th,PRAIRIE CORNER MET DIST COLO,6000000
460,Colorado 8th,BUFFALO RUN MESA MET DIST COLO,5794424
460,Colorado 8th,HIGHPOINTE PK MET DIST COLO,5786000
460,Colorado 8th,LOCHBUIE STA RESIDENTIAL MET DIST COLO,5672000
460,Colorado 8th,RM MEAD MET DIST COLO,4980000
460,Colorado 8th,FRONTERRA VLG MET DIST NO 2 COLO,4965000
460,Colorado 8th,CARRIAGE HILLS MET DIST COLO,4905000
460,Colorado 8th,HUNTINGTON TRAILS MET DIST COLO,4855000
461,Colorado 8th,FORT LUPTON COLO CTFS PARTN,4545000
461,Colorado 8th,GREATROCK NORTH WTR & SAN DIST COLO,4375000
461,Colorado 8th,RANGE VIEW ESTATES MET DIST COLO,3990000
461,Colorado 8th,ORCHARD PK PL NORTH MET DIST COLO,3961000
461,Colorado 8th,MILLIKEN COLO WTR ACTIVITY ENTERPRISE REV,3785000
461,Colorado 8th,THOMPSON CROSSING MET DIST NO 6 COLO,3540000
461,Colorado 8th,LOCHBUIE COLO,3210000
461,Colorado 8th,PLATTE VY FIRE PROTN DIST COLO CTFS PARTN,2980000
461,Colorado 8th,ABERDEEN MET DIST NO 1 COLO,2925000
461,Colorado 8th,HOMESTEAD HILLS MET DIST COLO,2902000
461,Colorado 8th,RIVERDALE PEAKS II MET DIST COLO,2825000
461,Colorado 8th,WELD CNTY COLO SCH DIST NO RE-005J,2820000
461,Colorado 8th,STONERIDGE MET DIST COLO,2680000
461,Colorado 8th,COLORADO HSG FIN AUTH,2585000
461,Colorado 8th,RIVER OAKS MET DIST COLO,2535000
461,Colorado 8th,THOMPSON VALLEY HEALTH SVC DIST COLO CTFS PARTN,2120000
461,Colorado 8th,FIRESTONE COLO SALES TAX REV,1975000
461,Colorado 8th,JOHNSTOWN FARMS MET DIST COLO,1965000
461,Colorado 8th,RIVERDALE DUNES MET DIST NO 1 COLO,1910000
461,Colorado 8th,MAPLE RIDGE MET DIST COLO,1857294
461,Colorado 8th,ADAMS CNTY COLO MULTI-FAMILY HSG REV,1825000
461,Colorado 8th,COUNTRY CLUB HIGHLANDS MET DIST COLO,1665000
461,Colorado 8th,MEAD WESTN MEADOWS MET DIST COLO,1460000
461,Colorado 8th,COLORADO HSG & FIN AUTH ECONOMIC DEV REV,1070000
461,Colorado 8th,FREDERICK COLO SALES & USE TAX REV,1015000
461,Colorado 8th,GODDING HOLLOW MET DIST COLO,917000
461,Colorado 8th,PLA MET DIST COLO,800000
461,Colorado 8th,LOCHBUIE COLO WTR ACTIVITY ENTERPRISE WTR REV,745000
461,Colorado 8th,EAGLE MEADOW MET DIST COLO,700000
461,Colorado 8th,MARSHALL LAKE MET DIST COLO,565000
461,Colorado 8th,MILLIKEN COLO,475000
461,Colorado 8th,FORT LUPTON COLO GOLF COURSE REV,165000
465,Connecticut 1st,CONNECTICUT ST,11007700000
465,Connecticut 1st,CONNECTICUT ST SPL TAX OBLIG REV,8088630000
465,Connecticut 1st,CONNECTICUT ST HSG FIN AUTH HSG MTG FIN PROG,3706800000
465,Connecticut 1st,CONNECTICUT ST HEALTH & EDL FACS AUTH REV,1694890000
465,Connecticut 1st,HARTFORD CNTY CONN MET DIST,721675000
465,Connecticut 1st,CONNECTICUT ST REVOLVING FD GEN REV,668130000
465,Connecticut 1st,CONN ST HSG FIN AUTH HSG MTG FIN PG,309890000
465,Connecticut 1st,HARTFORD CONN,200270000
465,Connecticut 1st,BRISTOL CONN,175155000
465,Connecticut 1st,MANCHESTER CONN,147960814
465,Connecticut 1st,MIDDLETOWN CONN,130790000
465,Connecticut 1st,HARTFORD CNTY CONN MET DIST CLEAN WTR PROJ REV,130325000
465,Connecticut 1st,SOUTH WINDSOR CONN,127315000
465,Connecticut 1st,HARTFORD CONN SPL OBLIG,112515000
465,Connecticut 1st,SOUTHINGTON CONN,102595000
465,Connecticut 1st,WEST HARTFORD CONN,99345000
465,Connecticut 1st,TORRINGTON CONN,90905000
465,Connecticut 1st,BLOOMFIELD CONN,90505000
465,Connecticut 1st,ROCKY HILL CONN,72650000
465,Connecticut 1st,CONNECTICUT ST HSG FIN AUTH,71745000
465,Connecticut 1st,WINDSOR CONN,65520000
465,Connecticut 1st,WINDSOR LOCKS CONN,56090000
465,Connecticut 1st,EAST HARTFORD CONN,49210000
465,Connecticut 1st,BERLIN CONN,37560000
465,Connecticut 1st,HARTFORD CONN STAD AUTH LEASE REV,36400000
465,Connecticut 1st,NEWINGTON CONN,28435000
465,Connecticut 1st,WETHERSFIELD CONN,24715000
465,Connecticut 1st,GLASTONBURY CONN,24645000
465,Connecticut 1st,EAST HARTFORD CONN HSG AUTH MULTIFAMILY HSG REV,24000000
465,Connecticut 1st,CONNECTICUT ST HSG FIN AUTH MULTIFAMILY SPL OBLIG,21470000
465,Connecticut 1st,CONNECTICUT ST HSG FIN AUTH ST-SUPPORTED SPL OBLIG,19710000
465,Connecticut 1st,CONNECTICUT ST MUN ELEC ENERGY COOP PWR SUPPLY ...,17425000
465,Connecticut 1st,CONNECTICUT TRANSMISSION MUN ELEC ENERGY COOP T...,13965000
465,Connecticut 1st,CROMWELL CONN,11645000
465,Connecticut 1st,WINCHESTER CONN,10925000
465,Connecticut 1st,CONNECTICUT ST HIGHER ED SUPPLEMENTAL LN AUTH REV,10380000
465,Connecticut 1st,EAST GRANBY CONN,10250000
465,Connecticut 1st,CONNECTICUT ST MUN ELEC ENERGY COOP TRANSMISSIO...,9265000
466,Connecticut 1st,GRANBY CONN,8220000
466,Connecticut 1st,PORTLAND CONN,7875000
466,Connecticut 1st,CONNECTICUT ST CTFS PARTN,6325000
466,Connecticut 1st,CONNECTICUT ST DEV AUTH WTR FAC REV,4550000
466,Connecticut 1st,EAST WINDSOR CONN,3620000
466,Connecticut 1st,NEW HARTFORD CONN,2895000
466,Connecticut 1st,BARKHAMSTED CONN,890000
470,Connecticut 2nd,CONNECTICUT ST,11007700000
470,Connecticut 2nd,CONNECTICUT ST SPL TAX OBLIG REV,8088630000
470,Connecticut 2nd,CONNECTICUT ST HSG FIN AUTH HSG MTG FIN PROG,3706800000
470,Connecticut 2nd,UNIVERSITY CONN,1589100000
470,Connecticut 2nd,CONNECTICUT ST HEALTH & EDL FACS AUTH REV,1391965000
470,Connecticut 2nd,CONNECTICUT ST REVOLVING FD GEN REV,668130000
470,Connecticut 2nd,MASHANTUCKET WESTERN PEQUOT TRIBE CONN SPL REV,453219961
470,Connecticut 2nd,CONN ST HSG FIN AUTH HSG MTG FIN PG,309890000
470,Connecticut 2nd,UNIVERSITY CONN REV,273460000
470,Connecticut 2nd,NEW LONDON CONN,127898000
470,Connecticut 2nd,SOUTH WINDSOR CONN,127315000
470,Connecticut 2nd,GROTON TOWN CONN,95565000
470,Connecticut 2nd,ENFIELD CONN,94665000
470,Connecticut 2nd,WINDHAM CONN,80865000
470,Connecticut 2nd,MADISON CONN,76740000
470,Connecticut 2nd,EAST LYME CONN,71822000
470,Connecticut 2nd,CONNECTICUT ST HSG FIN AUTH,71745000
470,Connecticut 2nd,GROTON CITY CONN,52335000
470,Connecticut 2nd,STONINGTON CONN,51370000
470,Connecticut 2nd,NORWICH CONN,44310000
470,Connecticut 2nd,REGIONAL SCH DIST NO 18 CONN,42290000
470,Connecticut 2nd,ELLINGTON CONN,38105000
470,Connecticut 2nd,EAST HAMPTON CONN,34105000
470,Connecticut 2nd,LEDYARD CONN,33830000
470,Connecticut 2nd,KILLINGLY CONN,32745000
470,Connecticut 2nd,TOLLAND CONN,30295000
470,Connecticut 2nd,COLCHESTER CONN,29035000
470,Connecticut 2nd,COVENTRY CONN,28260000
470,Connecticut 2nd,WATERFORD CONN,27240000
470,Connecticut 2nd,CLINTON CONN,27190000
470,Connecticut 2nd,MANSFIELD CONN,27000000
470,Connecticut 2nd,EAST HADDAM CONN,21860000
470,Connecticut 2nd,CONNECTICUT ST HSG FIN AUTH MULTIFAMILY SPL OBLIG,21470000
470,Connecticut 2nd,CONNECTICUT ST HSG FIN AUTH ST-SUPPORTED SPL OBLIG,19710000
470,Connecticut 2nd,PUTNAM CONN,18110000
470,Connecticut 2nd,CONNECTICUT ST MUN ELEC ENERGY COOP PWR SUPPLY ...,17425000
470,Connecticut 2nd,VERNON CONN,16545000
470,Connecticut 2nd,GRISWOLD CONN,16450000
471,Connecticut 2nd,SUFFIELD CONN,15945000
471,Connecticut 2nd,OLD SAYBROOK CONN,15540000
471,Connecticut 2nd,STAFFORD CONN,14835000
471,Connecticut 2nd,REGIONAL SCH DIST NO 4 CONN,14560000
471,Connecticut 2nd,MONTVILLE CONN,14290000
471,Connecticut 2nd,CONNECTICUT TRANSMISSION MUN ELEC ENERGY COOP T...,13965000
471,Connecticut 2nd,SOMERS CONN,11810000
471,Connecticut 2nd,LISBON CONN,11120000
471,Connecticut 2nd,CONNECTICUT ST HIGHER ED SUPPLEMENTAL LN AUTH REV,10380000
471,Connecticut 2nd,HADDAM CONN,10125000
471,Connecticut 2nd,CONNECTICUT ST MUN ELEC ENERGY COOP TRANSMISSIO...,9265000
471,Connecticut 2nd,CONNECTICUT ST CTFS PARTN,6325000
471,Connecticut 2nd,BOLTON CONN,6175000
471,Connecticut 2nd,ESSEX CONN,5735000
471,Connecticut 2nd,SPRAGUE CONN,5250000
471,Connecticut 2nd,WESTBROOK CONN,5205000
471,Connecticut 2nd,HEBRON CONN,5140000
471,Connecticut 2nd,BROOKLYN CONN,5090000
471,Connecticut 2nd,CONNECTICUT ST DEV AUTH WTR FAC REV,4550000
471,Connecticut 2nd,ASHFORD CONN,4280000
471,Connecticut 2nd,OLD LYME CONN,4100000
471,Connecticut 2nd,REGIONAL SCH DIST NO 17 CONN,3635000
471,Connecticut 2nd,PLAINFIELD CONN,2800000
471,Connecticut 2nd,PRESTON CONN,2380000
471,Connecticut 2nd,THOMPSON CONN,2000000
471,Connecticut 2nd,SALEM CONN,1830000
471,Connecticut 2nd,STERLING CONN,1580000
471,Connecticut 2nd,REGIONAL SCH DIST NO 019 CONN,1455000
471,Connecticut 2nd,REGIONAL SCH DIST NO 008 CONN,795000
471,Connecticut 2nd,SCOTLAND CONN,450000
471,Connecticut 2nd,WILLINGTON CONN,300000
475,Connecticut 3rd,CONNECTICUT ST,11007700000
475,Connecticut 3rd,CONNECTICUT ST SPL TAX OBLIG REV,8088630000
475,Connecticut 3rd,CONNECTICUT ST HEALTH & EDL FACS AUTH REV,5166785000
475,Connecticut 3rd,CONNECTICUT ST HSG FIN AUTH HSG MTG FIN PROG,3706800000
475,Connecticut 3rd,CONNECTICUT ST REVOLVING FD GEN REV,668130000
475,Connecticut 3rd,NEW HAVEN CONN,573310000
475,Connecticut 3rd,SOUTH CENT CONN REGL WTR AUTH WTR SYS REV,348900000
475,Connecticut 3rd,CONN ST HSG FIN AUTH HSG MTG FIN PG,309890000
475,Connecticut 3rd,MILFORD CONN,225355000
475,Connecticut 3rd,HAMDEN CONN,194770000
475,Connecticut 3rd,STRATFORD CONN,178365000
475,Connecticut 3rd,MIDDLETOWN CONN,130790000
475,Connecticut 3rd,WEST HAVEN CONN,80770000
475,Connecticut 3rd,GUILFORD CONN,78580000
475,Connecticut 3rd,NORTH BRANFORD CONN,73555000
475,Connecticut 3rd,CONNECTICUT ST HSG FIN AUTH,71745000
475,Connecticut 3rd,BRANFORD CONN,70525000
475,Connecticut 3rd,CONNECTICUT ST HEALTH & EDL FACS AUTH,67930000
475,Connecticut 3rd,NORTH HAVEN CONN,66075000
475,Connecticut 3rd,WALLINGFORD CONN,50960000
475,Connecticut 3rd,NAUGATUCK CONN,42135000
475,Connecticut 3rd,ANSONIA CONN CTFS PARTN,37000000
475,Connecticut 3rd,GREATER NEW HAVEN WTR POLLUTION CTL AUTH CONN REGL,36440000
475,Connecticut 3rd,SEYMOUR CONN,28310000
475,Connecticut 3rd,ANSONIA CONN,21470000
475,Connecticut 3rd,CONNECTICUT ST HSG FIN AUTH MULTIFAMILY SPL OBLIG,21470000
475,Connecticut 3rd,EAST HAVEN CONN,20125000
475,Connecticut 3rd,CONNECTICUT ST HSG FIN AUTH ST-SUPPORTED SPL OBLIG,19710000
475,Connecticut 3rd,DERBY CONN,19520000
475,Connecticut 3rd,NEW HAVEN CONN HSG AUTH MULTIFAMILY TAX-EXEMPT ...,18220087
475,Connecticut 3rd,HAMDEN CONN REV,17675000
475,Connecticut 3rd,CONNECTICUT ST MUN ELEC ENERGY COOP PWR SUPPLY ...,17425000
475,Connecticut 3rd,ORANGE CONN,15970000
475,Connecticut 3rd,REGIONAL SCH DIST NO 16 CONN,15510000
475,Connecticut 3rd,CONNECTICUT TRANSMISSION MUN ELEC ENERGY COOP T...,13965000
475,Connecticut 3rd,WOODBRIDGE CONN,12900000
475,Connecticut 3rd,CONNECTICUT ST HIGHER ED SUPPLEMENTAL LN AUTH REV,10380000
475,Connecticut 3rd,CONNECTICUT ST MUN ELEC ENERGY COOP TRANSMISSIO...,9265000
476,Connecticut 3rd,BETHANY CONN,9195000
476,Connecticut 3rd,BEACON FALLS CONN,8970000
476,Connecticut 3rd,NAUGATUCK CONN CTFS PARTN,7440000
476,Connecticut 3rd,REGIONAL SCH DIST NO 5 CONN,6940000
476,Connecticut 3rd,REGIONAL SCH DIST NO 13 CONN,6550000
476,Connecticut 3rd,CONNECTICUT ST CTFS PARTN,6325000
476,Connecticut 3rd,CONNECTICUT ST DEV AUTH WTR FAC REV,4550000
479,Connecticut 4th,CONNECTICUT ST,11007700000
479,Connecticut 4th,CONNECTICUT ST SPL TAX OBLIG REV,8088630000
479,Connecticut 4th,CONNECTICUT ST HSG FIN AUTH HSG MTG FIN PROG,3706800000
479,Connecticut 4th,CONNECTICUT ST HEALTH & EDL FACS AUTH REV,3085865000
479,Connecticut 4th,CONNECTICUT ST REVOLVING FD GEN REV,668130000
479,Connecticut 4th,BRIDGEPORT CONN,408735000
479,Connecticut 4th,NORWALK CONN,402410000
479,Connecticut 4th,STAMFORD CONN,339455000
479,Connecticut 4th,CONN ST HSG FIN AUTH HSG MTG FIN PG,309890000
479,Connecticut 4th,FAIRFIELD CONN,228701000
479,Connecticut 4th,GREENWICH CONN,214120000
479,Connecticut 4th,DARIEN CONN,188575000
479,Connecticut 4th,TRUMBULL CONN,140535000
479,Connecticut 4th,HARBOR POINT INFRASTRUCTURE IMPT DIST CONN SPL ...,126485000
479,Connecticut 4th,NEW CANAAN CONN,106290000
479,Connecticut 4th,WESTPORT CONN,102665000
479,Connecticut 4th,STEEL PT INFRASTRUCTURE IMPT DIST CONN SPL OBLI...,78340000
479,Connecticut 4th,STAMFORD CONN WTR POLLUTION CTL SYS & FAC REV,73355000
479,Connecticut 4th,CONNECTICUT ST HSG FIN AUTH,71745000
479,Connecticut 4th,WILTON CONN,70970000
479,Connecticut 4th,RIDGEFIELD CONN,66025000
479,Connecticut 4th,STAMFORD CONN HSG AUTH REV,54139692
479,Connecticut 4th,OXFORD CONN,45200000
479,Connecticut 4th,MONROE CONN,23875000
479,Connecticut 4th,CONNECTICUT ST HSG FIN AUTH MULTIFAMILY SPL OBLIG,21470000
479,Connecticut 4th,REDDING CONN,20205000
479,Connecticut 4th,CONNECTICUT ST HSG FIN AUTH ST-SUPPORTED SPL OBLIG,19710000
479,Connecticut 4th,CONNECTICUT ST MUN ELEC ENERGY COOP PWR SUPPLY ...,17425000
479,Connecticut 4th,CONNECTICUT TRANSMISSION MUN ELEC ENERGY COOP T...,13965000
479,Connecticut 4th,BRIDGEPORT CONN HSG AUTH MULTIFAMILY REV,11450000
479,Connecticut 4th,CONNECTICUT ST HIGHER ED SUPPLEMENTAL LN AUTH REV,10380000
479,Connecticut 4th,CONNECTICUT ST MUN ELEC ENERGY COOP TRANSMISSIO...,9265000
479,Connecticut 4th,REGIONAL SCH DIST NO 009 CONN,8960000
479,Connecticut 4th,GEORGETOWN SPL TAXING DIST CONN,8720000
479,Connecticut 4th,BRIDGEPORT CONN HSG AUTH LEASE REV,8330000
479,Connecticut 4th,NORWALK CONN 2ND TAXING DIST,8050000
479,Connecticut 4th,LONG HILL FIRE DIST CONN,6695000
479,Connecticut 4th,CONNECTICUT ST CTFS PARTN,6325000
480,Connecticut 4th,CONNECTICUT ST DEV AUTH WTR FAC REV,4550000
480,Connecticut 4th,WESTON CONN,4280000
480,Connecticut 4th,EASTON CONN,655000
483,Connecticut 5th,CONNECTICUT ST,11007700000
483,Connecticut 5th,CONNECTICUT ST SPL TAX OBLIG REV,8088630000
483,Connecticut 5th,CONNECTICUT ST HSG FIN AUTH HSG MTG FIN PROG,3706800000
483,Connecticut 5th,CONNECTICUT ST HEALTH & EDL FACS AUTH REV,1678225000
483,Connecticut 5th,CONNECTICUT ST REVOLVING FD GEN REV,668130000
483,Connecticut 5th,CONN ST HSG FIN AUTH HSG MTG FIN PG,309890000
483,Connecticut 5th,DANBURY CONN,288140000
483,Connecticut 5th,MERIDEN CONN,248450000
483,Connecticut 5th,NEW BRITAIN CONN,177875000
483,Connecticut 5th,WATERBURY CONN,174975000
483,Connecticut 5th,FARMINGTON CONN,110625000
483,Connecticut 5th,BROOKFIELD CONN,98175000
483,Connecticut 5th,BETHEL CONN,87360000
483,Connecticut 5th,CHESHIRE CONN,86910000
483,Connecticut 5th,NEW FAIRFIELD CONN,79135000
483,Connecticut 5th,CONNECTICUT ST HSG FIN AUTH,71745000
483,Connecticut 5th,NEWTOWN CONN,71300000
483,Connecticut 5th,NEW MILFORD CONN,60785000
483,Connecticut 5th,SIMSBURY CONN,60705000
483,Connecticut 5th,WATERTOWN CONN,50075000
483,Connecticut 5th,WOLCOTT CONN,41275000
483,Connecticut 5th,REGIONAL SCH DIST NO 14 CONN WOODBURY & BETHLEHEM,37075000
483,Connecticut 5th,PLAINVILLE CONN,24885000
483,Connecticut 5th,THOMASTON CONN,23405000
483,Connecticut 5th,CONNECTICUT ST HSG FIN AUTH MULTIFAMILY SPL OBLIG,21470000
483,Connecticut 5th,CONNECTICUT ST HSG FIN AUTH ST-SUPPORTED SPL OBLIG,19710000
483,Connecticut 5th,CONNECTICUT ST MUN ELEC ENERGY COOP PWR SUPPLY ...,17425000
483,Connecticut 5th,CANTON CONN,15595000
483,Connecticut 5th,LITCHFIELD CONN,15245000
483,Connecticut 5th,MIDDLEBURY CONN,14505000
483,Connecticut 5th,CONNECTICUT TRANSMISSION MUN ELEC ENERGY COOP T...,13965000
483,Connecticut 5th,REGIONAL SCH DIST NO 15 CONN,11275000
483,Connecticut 5th,CONNECTICUT ST HIGHER ED SUPPLEMENTAL LN AUTH REV,10380000
483,Connecticut 5th,WOODBURY CONN,10025000
483,Connecticut 5th,CONNECTICUT ST MUN ELEC ENERGY COOP TRANSMISSIO...,9265000
483,Connecticut 5th,AVON CONN,7755000
483,Connecticut 5th,PLYMOUTH CONN,7120000
483,Connecticut 5th,REGIONAL SCH DIST NO 12 CONN,6375000
484,Connecticut 5th,CONNECTICUT ST CTFS PARTN,6325000
484,Connecticut 5th,WASHINGTON CONN,4740000
484,Connecticut 5th,CONNECTICUT ST DEV AUTH WTR FAC REV,4550000
484,Connecticut 5th,REGIONAL SCH DIST NO 010 CONN,4115000
484,Connecticut 5th,BURLINGTON CONN,3925000
484,Connecticut 5th,NORFOLK CONN,3705000
484,Connecticut 5th,REGIONAL SCH DIST NO 006 CONN,1525000
487,Delaware 0th,DELAWARE ST,2270930000
487,Delaware 0th,DELAWARE TRANSN AUTH TRANSN SYS REV,821395000
487,Delaware 0th,DELAWARE ST HEALTH FACS AUTH REV,532815000
487,Delaware 0th,DELAWARE ST ECONOMIC DEV AUTH REV,494427000
487,Delaware 0th,DELAWARE RIV & BAY AUTH DEL REV,465705000
487,Delaware 0th,DELAWARE ST HSG AUTH REV,465374830
487,Delaware 0th,NEW CASTLE CNTY DEL,368455000
487,Delaware 0th,DELAWARE TRANSN AUTH U S 301 PROJ REV,198415000
487,Delaware 0th,UNIVERSITY DEL REV,162235000
487,Delaware 0th,DELAWARE TRANSN AUTH GRNT ANTIC BDS,154435000
487,Delaware 0th,WILMINGTON DEL,152345000
487,Delaware 0th,UNIVERSITY DEL,107130000
487,Delaware 0th,DELAWARE ST ECONOMIC DEV AUTH RETIREMENT CMNTYS...,93990000
487,Delaware 0th,DELAWARE ST ECONOMIC DEV AUTH CHARTER SCH REV,69830000
487,Delaware 0th,KENT CNTY DEL STUDENT HSG & DINING FAC REV,68655000
487,Delaware 0th,BRIDGEVILLE DEL SPL OBLIG,45895000
487,Delaware 0th,DELAWARE ST HSG AUTH MULTIFAMILY TAX EXEMPT BDS,42985000
487,Delaware 0th,DELAWARE MUN ELEC CORP ELEC REV,40855000
487,Delaware 0th,SUSSEX CNTY DEL,37885000
487,Delaware 0th,MILLSBORO DEL SPL OBLIG,36928000
487,Delaware 0th,MIDDLETOWN DEL,19540000
487,Delaware 0th,SMYRNA DEL,16480000
487,Delaware 0th,MILLSBORO DEL,15835000
487,Delaware 0th,SUSTAINABLE ENERGY UTIL INC DEL ENERGY EFFICIEN...,15805000
487,Delaware 0th,MILTON DEL SPL OBLIG,15280000
487,Delaware 0th,DELAWARE ST HSG AUTH MULTIFAMILY HSG REV,15000000
487,Delaware 0th,NEW CASTLE CNTY DEL MULTIFAMILY HSG REV,14300000
487,Delaware 0th,SUSSEX CNTY DEL REV,12525000
487,Delaware 0th,DOVER DEL ELEC REV,10715000
487,Delaware 0th,KENT CNTY DEL,5695000
487,Delaware 0th,MILFORD DEL,4935000
487,Delaware 0th,OCEAN VIEW TOWN DEL,3750000
487,Delaware 0th,KENT CNTY DEL REV,2680000
487,Delaware 0th,GEORGETOWN DEL,2660000
487,Delaware 0th,DOVER DEL WTR & SWR REV,2300000
487,Delaware 0th,WILMINGTON DEL MULTI-FAMILY RENT REV,1280000
491,Florida 1st,FLORIDA ST BRD ED PUB ED,4054257000
491,Florida 1st,FLORIDA ST,2226819000
491,Florida 1st,FLORIDA HSG FIN CORP REV,1572540000
491,Florida 1st,ESCAMBIA CNTY FLA HEALTH FACS AUTH HEALTH FAC REV,652175000
491,Florida 1st,FLORIDA INS ASSISTANCE INTERLOCAL AGY FLA INS A...,539795000
491,Florida 1st,FLORIDA ST DEPT TRANSN FING CORP REV,325785000
491,Florida 1st,FLORIDA ST BRD ED LOTTERY REV,317535000
491,Florida 1st,FLORIDA ST BRD GOVERNORS UNIV FLA DORM REV,306995000
491,Florida 1st,FLORIDA ST DEPT ENVIRONMENTAL PROTN PRESERVATIO...,305500000
491,Florida 1st,FLORIDA ST DEPT MGMT SVCS CTFS PARTN,251215000
491,Florida 1st,FLORIDA ST MID-BAY BRIDGE AUTH REV,232240000
491,Florida 1st,OKALOOSA CNTY FLA SCH BRD CTFS PARTN,219810000
491,Florida 1st,FLORIDA ST GOVERNMENTAL UTIL AUTH UTIL REV,200245000
491,Florida 1st,FLORIDA ST DEPT TRANSN FED HWY REIMBURSEMENT REV,172750000
491,Florida 1st,PALM BEACH CNTY FLA HEALTH FACS AUTH RETIREMENT...,144210000
491,Florida 1st,WALTON CNTY FLA SCH BRD CTFS PARTN,114795000
491,Florida 1st,SANTA ROSA CNTY FLA SCH BRD CTFS PARTN,110170000
491,Florida 1st,FLORIDA ST BRD GOVERNORS FLA ST UNIV DORM REV,108025000
491,Florida 1st,FLORIDA ST DEPT TRANSN SEAPORT INVT PROGRAM REV,95980000
491,Florida 1st,OKALOOSA FLA GAS DIST GAS SYS REV,93010000
491,Florida 1st,FLORIDA ST DEPT GEN SVCS DIV FACS MGMT REV,91410000
491,Florida 1st,CAPITAL TR AGY FLA MULTIFAMILYREV,88140000
491,Florida 1st,ESCAMBIA CNTY FLA SALES TAX REV,74165000
491,Florida 1st,FLORIDA ST DEPT TRANSN SUNSHINE SKYWAY REV,71125000
491,Florida 1st,CAPITAL TR AGY FLA SR LIVING REV,66715000
491,Florida 1st,ESCAMBIA CNTY FLA SCH BRD CTFS PARTN,61165000
491,Florida 1st,OKALOOSA CNTY FLA SALES TAX REV,58605000
491,Florida 1st,HILLSBOROUGH CNTY FLA INDL DEV AUTH POLLUTN CTL...,51600000
491,Florida 1st,FLORIDA ST BRD GOVERNORS UNIV SYS IMPT REV,48255000
491,Florida 1st,ESCAMBIA CNTY FLA HSG FIN AUTH SINGLE FAMILY MT...,48065018
491,Florida 1st,FLA HSG FIN CORP MULTIFAMILY MTG REV,42180000
491,Florida 1st,FLORIDA ST BRD GOVERNORS FLA ST UNIV MANDATORY ...,41905000
491,Florida 1st,FLORIDA ST BRD GOVERNORS FLA INTL UNIV PKG FAC REV,41870000
491,Florida 1st,FLORIDA ST BRD ED CAP OUTLAY,41035000
491,Florida 1st,OKALOOSA CNTY FLA WTR & SWR REV,39910000
491,Florida 1st,FLORIDA ST BRD GOVERNORS FLA ATLANTIC UNIV DORM...,35910000
491,Florida 1st,FLORIDA ST BRD GOVERNORS UNIV FLA PKG FAC REV,26740000
491,Florida 1st,ESCAMBIA CNTY FLA CAP IMPT REV,23905000
492,Florida 1st,FLORIDA ST BRD GOVERNORS UNIV FLA STUDENT ACTIV...,20520000
492,Florida 1st,ORLANDO FLA ST SALES TAX PMTS REV,20360000
492,Florida 1st,FLORIDA ST DEPT CHILDREN & FAMILIES CTFS PARTN,20265000
492,Florida 1st,CAPITAL TR AGY FLA EDL FACS REV,16945000
